"","simplerate"
"2018-09-10",-0.0134207002247533
"2018-09-11",0.0252828468347653
"2018-09-12",-0.0124190258006962
"2018-09-13",0.0241552306098221
"2018-09-14",-0.011351123866417
"2018-09-17",-0.0266261218124754
"2018-09-18",0.0016522856239148
"2018-09-19",0.00059562865204293
"2018-09-20",0.00760179529243482
"2018-09-21",-0.0107712357895344
"2018-09-24",0.0143801752388097
"2018-09-25",0.00634090785083717
"2018-09-26",-0.00796617302339284
"2018-09-27",0.0205516697264465
"2018-09-28",0.00351192714174608
"2018-10-01",0.00673336566994409
"2018-10-02",0.00888851555241828
"2018-10-03",0.0121685625094581
"2018-10-04",-0.0175809104017479
"2018-10-05",-0.0162288342420975
"2018-10-08",-0.00231837806513289
"2018-10-09",0.0138534698332489
"2018-10-10",-0.0463260644052995
"2018-10-11",-0.00882789790706284
"2018-10-12",0.0357193010359427
"2018-10-15",-0.0213857997326289
"2018-10-16",0.0220371410469398
"2018-10-17",-0.00432136856145942
"2018-10-18",-0.0233735609803918
"2018-10-19",0.0152300432324777
"2018-10-22",0.00611005431681225
"2018-10-23",0.0094267031795161
"2018-10-24",-0.0343016214125016
"2018-10-25",0.0218978431707256
"2018-10-26",-0.0159235666616438
"2018-10-29",-0.018770217030464
"2018-10-30",0.00499433648241766
"2018-10-31",0.0260665631589326
"2018-11-01",0.015352279926198
"2018-11-02",-0.066330685508367
"2018-11-05",-0.028388278935575
"2018-11-06",0.0108140683727182
"2018-11-07",0.0303282763836035
"2018-11-08",-0.00695399867045485
"2018-11-09",-0.0192815190349293
"2018-11-12",-0.0503741524410713
"2018-11-13",-0.00999125518866201
"2018-11-14",-0.0282473761275009
"2018-11-15",0.0246788058135094
"2018-11-16",0.0110756750206223
"2018-11-19",-0.0396320882531498
"2018-11-20",-0.0477779239869907
"2018-11-21",-0.00113005426895815
"2018-11-23",-0.0253988348534836
"2018-11-26",0.0135237221815894
"2018-11-27",-0.0021760967293579
"2018-11-28",0.0384526905861831
"2018-11-29",-0.00768209895344198
"2018-11-30",-0.00540240035529265
"2018-12-03",0.0349423503758276
"2018-12-04",-0.0439887711940191
"2018-12-06",-0.0111494763580341
"2018-12-07",-0.0356570281841974
"2018-12-10",0.00658793380651874
"2018-12-11",-0.00571934531653257
"2018-12-12",0.00278717301823004
"2018-12-13",0.0109402184172601
"2018-12-14",-0.0319976665457326
"2018-12-17",-0.00930622454208911
"2018-12-18",0.0129925885934783
"2018-12-19",-0.0311917130225689
"2018-12-20",-0.0252346138680751
"2018-12-21",-0.0388956572225256
"2018-12-24",-0.0258740403602213
"2018-12-26",0.0704215477705979
"2018-12-27",-0.00648981366023813
"2018-12-28",0.000512340717733281
"2018-12-31",0.00966529500519219
"2019-01-02",0.00114107388293791
"2019-01-03",-0.0996073720821602
"2019-01-04",0.0426893094776102
"2019-01-07",-0.0022258330711532
"2019-01-08",0.0190631185928604
"2019-01-09",0.016981744610282
"2019-01-10",0.00319617119817585
"2019-01-11",-0.00981801021161225
"2019-01-14",-0.0150370549954652
"2019-01-15",0.0204667133333334
"2019-01-16",0.0122165996895786
"2019-01-17",0.00593777583661073
"2019-01-18",0.00615941225356461
"2019-01-22",-0.022446141071783
"2019-01-23",0.00404432477408359
"2019-01-24",-0.00792620202606809
"2019-01-25",0.0331368572325513
"2019-01-28",-0.00925451347789406
"2019-01-29",-0.0103647470819307
"2019-01-30",0.0683346746725028
"2019-01-31",0.00720122239031766
"2019-02-01",0.00048066569958349
"2019-02-04",0.0284049716933708
"2019-02-05",0.0171094481751825
"2019-02-06",0.000344540144745559
"2019-02-07",-0.0189394106135385
"2019-02-08",-0.00310049136421565
"2019-02-11",-0.00575090063374443
"2019-02-12",0.00861716378634327
"2019-02-13",-0.00415475454476416
"2019-02-14",0.0036432602274229
"2019-02-15",-0.00222485359089842
"2019-02-19",0.00299257719742494
"2019-02-20",0.00643541827091754
"2019-02-21",-0.00563855726116697
"2019-02-22",0.0111656905315759
"2019-02-25",0.00728447125348634
"2019-02-26",0.000573988419307589
"2019-02-27",0.00309753337810425
"2019-02-28",-0.00983588408062799
"2019-03-01",0.0105111583197629
"2019-03-04",0.00502946216477424
"2019-03-05",-0.00181977247131856
"2019-03-06",-0.00575397371249346
"2019-03-07",-0.0115746272845605
"2019-03-08",0.00237683478260862
"2019-03-11",0.0346422408271994
"2019-03-12",0.0112353832722878
"2019-03-13",0.00442210481627099
"2019-03-14",0.0111165534212984
"2019-03-15",0.0130082134220478
"2019-03-18",0.0102085162854212
"2019-03-19",-0.00792471528720953
"2019-03-20",0.00873856756949847
"2019-03-21",0.0368303138428931
"2019-03-22",-0.0207083555427415
"2019-03-25",-0.0120910649763246
"2019-03-26",-0.0103317365070536
"2019-03-27",0.00899410066362595
"2019-03-28",0.00132647104936345
"2019-03-29",0.00651757097012733
"2019-04-01",0.00679130308172629
"2019-04-02",0.0145367021926192
"2019-04-03",0.00685497357272504
"2019-04-04",0.00174044530103565
"2019-04-05",0.00669425104303493
"2019-04-08",0.0157360710659899
"2019-04-09",-0.00299853064472176
"2019-04-10",0.0056140100250626
"2019-04-11",-0.00832418523387957
"2019-04-12",-0.000402121142027499
"2019-04-15",0.00181023286092008
"2019-04-16",0.000100406567292207
"2019-04-17",0.0194730489335007
"2019-04-18",0.00359373791183631
"2019-04-22",0.00328655938739053
"2019-04-23",0.0144232973863164
"2019-04-24",-0.00154227880359133
"2019-04-25",-0.00907513498599847
"2019-04-26",-0.00477394780189959
"2019-04-29",0.00151736659543763
"2019-04-30",-0.0192561604063529
"2019-05-01",0.0490855937517875
"2019-05-02",-0.00650774260863119
"2019-05-03",0.0124312984680268
"2019-05-06",-0.0154427579693034
"2019-05-07",-0.0269569987904259
"2019-05-08",0.000197145813875754
"2019-05-09",-0.0107441747879007
"2019-05-10",-0.0176365483378012
"2019-05-13",-0.0581194462259668
"2019-05-14",0.0158302982132764
"2019-05-15",0.0119791898234032
"2019-05-16",-0.00439972768070103
"2019-05-17",-0.00568182864392019
"2019-05-20",-0.0312698624338624
"2019-05-21",0.0191709545943733
"2019-05-22",-0.020471633854074
"2019-05-23",-0.0170696740183264
"2019-05-24",-0.00384060438961134
"2019-05-28",-0.0041347991052422
"2019-05-29",-0.00476906816515885
"2019-05-30",0.0051865936073234
"2019-05-31",-0.0181155128752297
"2019-06-03",-0.0101102640613935
"2019-06-04",0.0365839347388816
"2019-06-05",0.0161433645966566
"2019-06-06",0.014681757986043
"2019-06-07",0.0266169580681516
"2019-06-10",0.0127794271715834
"2019-06-11",0.0115795823909068
"2019-06-12",-0.00318256766267209
"2019-06-13",-0.000206025024913488
"2019-06-14",-0.00726236952652183
"2019-06-17",0.00596655582736958
"2019-06-18",0.0235184796715586
"2019-06-19",-0.00292266066398584
"2019-06-20",0.00803563976438167
"2019-06-21",-0.00340924484174909
"2019-06-24",-0.00100612235137397
"2019-06-25",-0.0151575937641495
"2019-06-26",0.0216290629881708
"2019-06-27",-0.000300290285781464
"2019-06-28",-0.00911188021648444
"2019-07-01",0.01834076918291
"2019-07-02",0.00585459182553322
"2019-07-03",0.00828692365780931
"2019-07-05",-0.000880622261520951
"2019-07-08",-0.0206139748443221
"2019-07-09",0.00609939493851823
"2019-07-10",0.0098886451528363
"2019-07-11",-0.00728236987221119
"2019-07-12",0.00768279058240398
"2019-07-15",0.00939500232078199
"2019-07-16",-0.00345990437006315
"2019-07-17",-0.00562344254278725
"2019-07-18",0.0113597144422999
"2019-07-19",-0.0149275889345989
"2019-07-22",0.0228540653112999
"2019-07-23",0.00781775404006497
"2019-07-24",-0.000814010741505765
"2019-07-25",-0.00790719325161441
"2019-07-26",0.00347792960143116
"2019-07-29",0.0093385383330476
"2019-07-30",-0.00429222639281561
"2019-07-31",0.0204042246403115
"2019-08-01",-0.0216391295131145
"2019-08-02",-0.0211581305383434
"2019-08-05",-0.0523478472238437
"2019-08-06",0.0189304027915672
"2019-08-07",0.0103552944162437
"2019-08-08",0.0220558689428812
"2019-08-09",-0.011994239217223
"2019-08-12",-0.00253748438883812
"2019-08-13",0.0423483897116598
"2019-08-14",-0.0297650426866773
"2019-08-15",-0.00498147965474724
"2019-08-16",0.0235947005156464
"2019-08-19",0.0186440968523003
"2019-08-20",4.75160433321002e-05
"2019-08-21",0.010838552905312
"2019-08-22",-0.000846463510376515
"2019-08-23",-0.0462205011600136
"2019-08-26",0.0189992401253417
"2019-08-27",-0.0112838439807293
"2019-08-28",0.00671039857542331
"2019-08-29",0.0169318153891491
"2019-08-30",-0.00129175640619487
"2019-09-03",-0.0145636098839798
"2019-09-04",0.0169664805585777
"2019-09-05",0.019551589277197
"2019-09-06",-9.37921984892739e-05
"2019-09-09",0.00426710598019094
"2019-09-10",0.0118130411524774
"2019-09-11",0.0317951042703522
"2019-09-12",-0.00223623600762531
"2019-09-13",-0.0194540144238472
"2019-09-16",0.00525711542857139
"2019-09-17",0.00363803102241105
"2019-09-18",0.00937927969251401
"2019-09-19",-0.00812495833146374
"2019-09-20",-0.0146180797324105
"2019-09-23",0.00454693895277524
"2019-09-24",-0.00475497437474866
"2019-09-25",0.0153895907190699
"2019-09-26",-0.00515767092773689
